"nr","year","school","exper","union","ethn","married","health","wage","industry","occupation","residence"
947,1983,13,6,"no","other","yes","no",2.3846279979,"Business_and_Repair_Service","Professional, Technical_and_kindred","nothern_central"
947,1984,13,7,"no","other","yes","no",2.400284968,"Business_and_Repair_Service","Professional, Technical_and_kindred","nothern_central"
947,1985,13,8,"no","other","yes","no",2.4713790496,"Business_and_Repair_Service","Operatives_and_kindred","nothern_central"
947,1986,13,9,"no","other","yes","no",2.2640999444,"Business_and_Repair_Service","Clerical_and_kindred","nothern_central"
947,1987,13,10,"no","other","yes","no",2.2822923897,"Business_and_Repair_Service","Clerical_and_kindred","nothern_central"
955,1980,12,4,"yes","other","no","no",2.0708052578,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
955,1981,12,5,"yes","other","no","no",1.9889275341,"Business_and_Repair_Service","Clerical_and_kindred","nothern_central"
955,1982,12,6,"yes","other","no","no",1.9781854376,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
955,1983,12,7,"yes","other","no","no",2.0883155824,"Professional_and_Related Service","Operatives_and_kindred","nothern_central"
955,1984,12,8,"yes","other","no","no",2.1288334869,"Manufacturing","Operatives_and_kindred","nothern_central"
955,1985,12,9,"yes","other","no","no",2.2077945287,"Manufacturing","Operatives_and_kindred","nothern_central"
955,1986,12,10,"yes","other","no","no",2.4754090381,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
955,1987,12,11,"yes","other","no","no",2.2177538686,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
965,1980,12,5,"no","other","no","no",1.4175403591,"Trade","Clerical_and_kindred","nothern_central"
965,1981,12,6,"no","other","no","no",1.4781019104,"Trade","Clerical_and_kindred","nothern_central"
965,1982,12,7,"no","other","no","no",1.384883592,"Trade","Clerical_and_kindred","nothern_central"
965,1983,12,8,"no","other","no","no",1.5177707239,"Trade","Laborers_and_farmers","nothern_central"
965,1984,12,9,"no","other","yes","no",1.4276541346,"Trade","Laborers_and_farmers","nothern_central"
965,1985,12,10,"no","other","yes","no",1.440539376,"Trade","Clerical_and_kindred","nothern_central"
965,1986,12,11,"no","other","yes","no",1.4204718129,"Trade","Clerical_and_kindred","nothern_central"
965,1987,12,12,"no","other","yes","no",1.3815058444,"Trade","Clerical_and_kindred","nothern_central"
996,1980,11,2,"no","other","yes","no",1.557642744,"Trade","Craftsmen, Foremen_and_kindred","south"
996,1981,11,3,"no","other","yes","no",1.4824382217,"Trade","Laborers_and_farmers","nothern_central"
996,1982,11,4,"no","other","yes","no",1.2442162625,"Trade","Craftsmen, Foremen_and_kindred","nothern_central"
996,1983,11,5,"no","other","yes","no",0.7208267497,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
996,1984,11,6,"no","other","yes","no",0.8070776469,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
996,1985,11,7,"no","other","yes","no",0.8231040171,"Business_and_Repair_Service","Managers, Officials_and_Proprietors","south"
996,1986,11,8,"no","other","yes","no",1.1090356545,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
996,1987,11,9,"no","other","yes","no",2.2386436251,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central"
1007,1980,12,4,"no","other","no","no",1.4479995666,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central"
1007,1981,12,5,"no","other","no","no",1.7525387561,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
1007,1982,12,6,"no","other","no","no",1.5474025215,"Trade","Craftsmen, Foremen_and_kindred","nothern_central"
1007,1983,12,7,"no","other","no","no",2.0438638198,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central"
1007,1984,12,8,"no","other","no","no",2.15214371,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
1007,1985,12,9,"no","other","no","no",2.2672179492,"Trade","Craftsmen, Foremen_and_kindred","nothern_central"
1007,1986,12,10,"no","other","yes","no",2.7473427536,"Trade","Managers, Officials_and_Proprietors","nothern_central"
1007,1987,12,11,"no","other","yes","no",2.5771798459,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
1054,1980,10,3,"no","other","no","no",0.7246636478,"Personal_Service","Craftsmen, Foremen_and_kindred","nothern_central"
1054,1981,10,4,"no","other","no","no",1.7942625994,"Trade","Craftsmen, Foremen_and_kindred","nothern_central"
1054,1982,10,5,"no","other","no","no",1.1619275583,"Trade","Clerical_and_kindred","nothern_central"
1054,1983,10,6,"no","other","yes","no",1.4596000911,"Professional_and_Related Service","Service_Workers","nothern_central"
1054,1984,10,7,"no","other","yes","no",1.0282199968,"Agricultural","Laborers_and_farmers","nothern_central"
1054,1985,10,8,"no","other","yes","no",1.3033382545,"Agricultural","Farm_Laborers_and_Foreman","nothern_central"
1054,1986,10,9,"no","other","yes","no",1.6498849772,"Agricultural","Professional, Technical_and_kindred","nothern_central"
1054,1987,10,10,"yes","other","yes","no",1.3091851828,"Agricultural","Farm_Laborers_and_Foreman","north_east"
1064,1980,12,4,"no","other","yes","yes",1.9031182592,"Transportation","Laborers_and_farmers","nothern_central"
1064,1981,12,5,"no","other","yes","yes",2.0210710097,"Transportation","Clerical_and_kindred","nothern_central"
1064,1982,12,6,"no","other","yes","yes",1.8954277239,"Agricultural","Clerical_and_kindred","nothern_central"
1064,1983,12,7,"no","other","yes","no",2.1225069471,"Transportation","Clerical_and_kindred","nothern_central"
1064,1984,12,8,"no","other","yes","no",1.8803721276,"Manufacturing","Operatives_and_kindred","nothern_central"
1064,1985,12,9,"no","other","yes","no",1.9924774136,"Trade","Clerical_and_kindred","nothern_central"
1064,1986,12,10,"no","other","yes","no",1.9640254074,"Trade","Clerical_and_kindred","nothern_central"
1064,1987,12,11,"no","other","yes","no",1.9294710151,"Transportation","Clerical_and_kindred","nothern_central"
1081,1980,10,2,"no","other","no","no",1.0879968325,"Finance","Craftsmen, Foremen_and_kindred","south"
1081,1981,10,3,"no","other","no","no",1.249144523,"Construction","Craftsmen, Foremen_and_kindred","south"
1081,1982,10,4,"no","other","no","no",1.5474025215,"Trade","Clerical_and_kindred","south"
1081,1983,10,5,"no","other","no","no",1.3517034445,"Trade","Clerical_and_kindred","south"
1081,1984,10,6,"no","other","no","no",1.4261168553,"Trade","Service_Workers","south"
1081,1985,10,7,"no","other","no","no",1.0566006021,"Trade","Service_Workers","south"
1081,1986,10,8,"no","other","no","no",1.2642224964,"Trade","Managers, Officials_and_Proprietors","south"
1081,1987,10,9,"no","other","no","no",2.000009482,"Trade","Craftsmen, Foremen_and_kindred","south"
1085,1980,12,1,"no","other","no","no",1.8871239582,"Trade","Craftsmen, Foremen_and_kindred","south"
1085,1981,12,2,"no","other","no","no",1.4815212111,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
1085,1982,12,3,"no","other","no","no",1.2176419438,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1085,1983,12,4,"no","other","no","no",0.737586125,"Trade","Craftsmen, Foremen_and_kindred","south"
1085,1984,12,5,"no","other","yes","yes",1.2887732938,"Trade","Craftsmen, Foremen_and_kindred","south"
1085,1985,12,6,"no","other","yes","no",1.073505715,"Trade","Craftsmen, Foremen_and_kindred","south"
1085,1986,12,7,"no","other","yes","no",1.3171722431,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
1085,1987,12,8,"no","other","no","no",2.0170495535,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1091,1980,9,6,"yes","other","no","no",1.1110029161,"Trade","Laborers_and_farmers",NA
1091,1981,9,7,"no","other","yes","no",1.1620925577,"Trade","Laborers_and_farmers",NA
1091,1982,9,8,"yes","other","yes","no",1.0618947057,"Trade","Laborers_and_farmers",NA
1091,1983,9,9,"no","other","yes","no",1.1275730879,"Trade","Operatives_and_kindred",NA
1091,1984,9,10,"no","other","yes","no",1.1891799819,"Manufacturing","Laborers_and_farmers",NA
1091,1985,9,11,"yes","other","yes","no",1.2227949893,"Trade","Laborers_and_farmers",NA
1091,1986,9,12,"no","other","yes","no",1.1646674794,"Trade","Laborers_and_farmers",NA
1091,1987,9,13,"no","other","yes","no",1.3958945818,"Transportation","Laborers_and_farmers",NA
1094,1980,12,3,"no","other","yes","no",1.3426390509,"Construction","Craftsmen, Foremen_and_kindred",NA
1094,1981,12,4,"no","other","yes","no",1.4064970684,"Construction","Craftsmen, Foremen_and_kindred",NA
1094,1982,12,5,"no","other","yes","no",1.5297029444,"Construction","Operatives_and_kindred",NA
1094,1983,12,6,"no","other","yes","no",1.7575967752,"Construction","Craftsmen, Foremen_and_kindred",NA
1094,1984,12,7,"no","other","yes","no",1.9056899356,"Construction","Craftsmen, Foremen_and_kindred",NA
1094,1985,12,8,"no","other","yes","no",1.9662319111,"Construction","Craftsmen, Foremen_and_kindred",NA
1094,1986,12,9,"no","other","yes","no",2.1404171866,"Construction","Craftsmen, Foremen_and_kindred",NA
1094,1987,12,10,"no","other","yes","no",2.1755591903,"Construction","Operatives_and_kindred",NA
1096,1980,11,6,"no","other","no","no",1.2640767284,"Agricultural","Craftsmen, Foremen_and_kindred","south"
1096,1981,11,7,"no","other","no","no",1.2780807765,"Agricultural","Farm_Laborers_and_Foreman","south"
1096,1982,11,8,"no","other","no","no",0.9997629246,"Agricultural","Craftsmen, Foremen_and_kindred","south"
1096,1983,11,9,"no","other","no","no",0.9654240493,"Agricultural","Craftsmen, Foremen_and_kindred","south"
1096,1984,11,10,"no","other","no","no",1.0286199168,"Agricultural","Craftsmen, Foremen_and_kindred","south"
1096,1985,11,11,"no","other","no","no",1.0129983162,"Agricultural","Craftsmen, Foremen_and_kindred","south"
1096,1986,11,12,"no","other","yes","no",1.2843396386,"Finance","Craftsmen, Foremen_and_kindred","south"
1096,1987,11,13,"yes","other","yes","no",1.4081740915,"Agricultural","Craftsmen, Foremen_and_kindred",NA
1098,1980,14,1,"no","other","no","no",1.5519678091,"Professional_and_Related Service","Professional, Technical_and_kindred","south"
1098,1981,14,2,"no","other","no","no",2.1282317058,"Professional_and_Related Service","Professional, Technical_and_kindred","south"
1098,1982,14,3,"no","other","no","no",2.7577758513,"Business_and_Repair_Service","Professional, Technical_and_kindred","south"
1098,1983,14,4,"no","other","no","no",1.5096074133,"Manufacturing","Professional, Technical_and_kindred","south"
1098,1984,14,5,"no","other","no","no",1.9333861629,"Manufacturing","Professional, Technical_and_kindred","south"
1098,1985,14,6,"no","other","no","no",2.2776758942,"Manufacturing","Professional, Technical_and_kindred","south"
1098,1986,14,7,"no","other","no","no",2.265224495,"Construction","Professional, Technical_and_kindred","south"
1098,1987,14,8,"no","other","yes","no",2.2827586989,"Professional_and_Related Service","Professional, Technical_and_kindred","south"
1102,1980,13,3,"no","other","no","no",0.8810844761,"Professional_and_Related Service","Clerical_and_kindred","south"
1102,1981,13,4,"no","other","no","no",2.0402208285,"Business_and_Repair_Service","Clerical_and_kindred","south"
1102,1982,13,5,"no","other","no","no",1.8330034278,"Manufacturing","Sales_Workers","south"
1102,1983,13,6,"no","other","no","no",1.7742002529,"Business_and_Repair_Service","Managers, Officials_and_Proprietors","south"
1102,1984,13,7,"no","other","no","no",1.8223083266,"Business_and_Repair_Service","Sales_Workers","south"
1102,1985,13,8,"no","other","no","no",2.6572744319,"Business_and_Repair_Service","Sales_Workers","south"
1102,1986,13,9,"no","other","no","no",2.774626927,"Trade","Managers, Officials_and_Proprietors",NA
1102,1987,13,10,"no","other","no","no",2.8517858616,"Manufacturing","Sales_Workers",NA
1107,1980,12,5,"no","other","no","no",1.5433097464,"Construction","Craftsmen, Foremen_and_kindred","south"
1107,1981,12,6,"no","other","yes","no",1.5702171993,"Construction","Craftsmen, Foremen_and_kindred","south"
1107,1982,12,7,"no","other","yes","no",1.6566018135,"Construction","Craftsmen, Foremen_and_kindred","south"
1107,1983,12,8,"no","other","yes","no",1.6608715675,"Construction","Craftsmen, Foremen_and_kindred","south"
1107,1984,12,9,"no","other","yes","no",2.0010001154,"Construction","Craftsmen, Foremen_and_kindred","south"
1107,1985,12,10,"no","other","yes","no",1.8713222921,"Construction","Craftsmen, Foremen_and_kindred","south"
1107,1986,12,11,"no","other","yes","no",1.8904754422,"Construction","Craftsmen, Foremen_and_kindred",NA
1107,1987,12,12,"no","other","yes","no",2.0354323118,"Construction","Craftsmen, Foremen_and_kindred",NA
1142,1980,14,2,"no","hisp","no","no",1.4131123076,"Trade","Service_Workers","south"
1142,1981,14,3,"no","hisp","no","no",1.6677734894,"Finance","Managers, Officials_and_Proprietors","south"
1142,1982,14,4,"no","hisp","no","no",1.922095971,"Finance","Managers, Officials_and_Proprietors","south"
1142,1983,14,5,"no","hisp","no","no",1.7413739397,"Transportation","Managers, Officials_and_Proprietors","south"
1142,1984,14,6,"no","hisp","no","no",2.0110504512,"Finance","Clerical_and_kindred","south"
1142,1985,14,7,"no","hisp","yes","no",2.2235428857,"Finance","Managers, Officials_and_Proprietors","south"
1142,1986,14,8,"no","hisp","yes","no",2.0885624136,"Finance","Managers, Officials_and_Proprietors","south"
1142,1987,14,9,"no","hisp","yes","no",2.3413077302,"Finance","Managers, Officials_and_Proprietors","south"
1156,1980,12,5,"no","black","no","no",1.3028175567,"Trade","Service_Workers","south"
1156,1981,12,6,"no","black","no","no",1.33072451,"Trade","Service_Workers","south"
1156,1982,12,7,"no","black","no","no",1.2995663576,"Trade","Service_Workers","south"
1156,1983,12,8,"no","black","no","no",1.6310994092,"Trade","Service_Workers","south"
1156,1984,12,9,"no","black","no","no",1.6591535047,"Trade","Service_Workers","south"
1156,1985,12,10,"no","black","no","no",1.6481787408,"Trade","Service_Workers","south"
1156,1986,12,11,"no","black","no","no",1.5540032055,"Trade","Service_Workers","south"
1156,1987,12,12,"no","black","no","no",1.9337475719,"Trade","Service_Workers","south"
1180,1980,13,2,"no","other","no","no",1.8534646747,"Construction","Professional, Technical_and_kindred","south"
1180,1981,13,3,"no","other","no","no",1.6094379124,"Construction","Craftsmen, Foremen_and_kindred","south"
1180,1982,13,4,"yes","other","no","no",1.6905033652,"Construction","Craftsmen, Foremen_and_kindred","south"
1180,1983,13,5,"yes","other","no","no",1.5374952293,"Transportation","Craftsmen, Foremen_and_kindred","south"
1180,1984,13,6,"no","other","yes","no",2.0410545093,"Construction","Managers, Officials_and_Proprietors","south"
1180,1985,13,7,"no","other","yes","no",1.9201124562,"Construction","Clerical_and_kindred","south"
1180,1986,13,8,"no","other","yes","no",2.1136189935,"Construction","Craftsmen, Foremen_and_kindred","south"
1180,1987,13,9,"no","other","yes","no",2.2177538686,"Construction","Clerical_and_kindred","south"
1190,1980,12,2,"no","black","no","no",1.5103426971,"Manufacturing","Operatives_and_kindred","south"
1190,1981,12,3,"no","black","no","no",1.5108570838,"Manufacturing","Operatives_and_kindred","south"
1190,1982,12,4,"no","black","no","no",1.0618947057,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1190,1983,12,5,"no","black","no","no",1.3507166392,"Manufacturing","Operatives_and_kindred","south"
1190,1984,12,6,"no","black","no","no",1.2160453856,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1190,1985,12,7,"no","black","no","no",1.1739107127,"Agricultural","Laborers_and_farmers","south"
1190,1986,12,8,"no","black","no","no",1.3404291052,"Manufacturing","Laborers_and_farmers","south"
1190,1987,12,9,"no","black","yes","no",1.3815058444,"Manufacturing","Operatives_and_kindred","south"
1204,1980,8,5,"no","other","no","no",1.6223822866,"Trade","Operatives_and_kindred","south"
1204,1981,8,6,"yes","other","no","no",1.7525387561,"Manufacturing","Operatives_and_kindred","south"
1204,1982,8,7,"yes","other","no","no",1.9347558797,"Trade","Operatives_and_kindred","south"
1204,1983,8,8,"yes","other","no","no",1.7785953422,"Mining","Operatives_and_kindred","south"
1204,1984,8,9,"yes","other","no","no",1.8686109273,"Mining","Operatives_and_kindred","south"
1204,1985,8,10,"yes","other","no","no",2.0110842344,"Manufacturing","Operatives_and_kindred","south"
1204,1986,8,11,"yes","other","no","no",2.2513722308,"Manufacturing","Service_Workers","south"
1204,1987,8,12,"yes","other","no","no",2.2505436914,"Mining","Professional, Technical_and_kindred","south"
1249,1980,11,5,"no","other","no","no",1.5307465448,"Manufacturing","Operatives_and_kindred","south"
1249,1981,11,6,"no","other","yes","no",1.3399929008,"Trade","Operatives_and_kindred","south"
1249,1982,11,7,"no","other","no","no",1.6595690916,"Agricultural","Farm_Laborers_and_Foreman","south"
1249,1983,11,8,"no","other","yes","no",1.3834226714,"Agricultural","Operatives_and_kindred","south"
1249,1984,11,9,"no","other","yes","yes",1.5115061719,"Agricultural","Sales_Workers","south"
1249,1985,11,10,"no","other","no","no",1.4250351894,"Trade","Operatives_and_kindred","south"
1249,1986,11,11,"no","other","yes","no",1.4439597942,"Manufacturing","Operatives_and_kindred",NA
1249,1987,11,12,"no","other","no","no",1.4443790862,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
1272,1980,12,3,"no","other","yes","no",1.7508657743,"Trade","Laborers_and_farmers","south"
1272,1981,12,4,"no","other","no","no",1.8323763145,"Trade","Laborers_and_farmers","south"
1272,1982,12,5,"yes","other","no","no",1.7550418863,"Trade","Clerical_and_kindred","south"
1272,1983,12,6,"no","other","no","yes",1.7821054324,"Trade","Clerical_and_kindred","south"
1272,1984,12,7,"no","other","no","no",1.7217670974,"Trade","Clerical_and_kindred","south"
1272,1985,12,8,"yes","other","no","no",1.7333106101,"Public_Administration","Laborers_and_farmers","south"
1272,1986,12,9,"no","other","yes","no",1.7646815553,"Public_Administration","Laborers_and_farmers","south"
1272,1987,12,10,"no","other","yes","no",1.9075989403,"Public_Administration","Laborers_and_farmers","south"
1311,1980,15,2,"no","other","no","no",0.5567801247,"Trade","Managers, Officials_and_Proprietors","south"
1311,1981,15,3,"no","other","no","no",1.5547130127,"Mining","Operatives_and_kindred","south"
1311,1982,15,4,"no","other","no","no",1.6868336363,"Mining","Professional, Technical_and_kindred","south"
1311,1983,15,5,"no","other","no","no",1.6447927363,"Manufacturing","Laborers_and_farmers","south"
1311,1984,15,6,"no","other","no","no",2.2127900939,"Mining","Professional, Technical_and_kindred","south"
1311,1985,15,7,"no","other","no","no",1.8948768885,"Mining","Operatives_and_kindred","south"
1311,1986,15,8,"no","other","no","no",1.7910826983,"Mining","Operatives_and_kindred","south"
1311,1987,15,9,"no","other","no","no",2.0587093746,"Mining","Laborers_and_farmers","south"
1316,1980,8,4,"no","other","no","no",1.5433097464,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred",NA
1316,1981,8,5,"no","other","no","no",1.6894806201,"Construction","Craftsmen, Foremen_and_kindred",NA
1316,1982,8,6,"no","other","yes","no",1.8776442084,"Trade","Craftsmen, Foremen_and_kindred",NA
1316,1983,8,7,"no","other","yes","no",2.5892543452,"Trade","Craftsmen, Foremen_and_kindred",NA
1316,1984,8,8,"no","other","yes","no",2.7385990585,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1316,1985,8,9,"no","other","yes","no",1.861752841,"Construction","Craftsmen, Foremen_and_kindred","south"
1316,1986,8,10,"no","other","yes","no",1.911142079,"Construction","Craftsmen, Foremen_and_kindred","south"
1316,1987,8,11,"no","other","yes","no",1.9075989403,"Trade","Craftsmen, Foremen_and_kindred",NA
1318,1980,8,8,"no","other","no","no",1.0597762649,"Construction","Laborers_and_farmers",NA
1318,1981,8,9,"no","other","no","no",1.4677016358,"Agricultural","Laborers_and_farmers",NA
1318,1982,8,10,"no","other","no","no",1.3397631567,"Agricultural","Farm_Laborers_and_Foreman",NA
1318,1983,8,11,"no","other","no","no",1.2946271726,"Agricultural","Farm_Laborers_and_Foreman",NA
1318,1984,8,12,"no","other","no","no",1.2517634682,"Manufacturing","Laborers_and_farmers","rural_area"
1318,1985,8,13,"no","other","no","no",1.3322025248,"Agricultural","Farm_Laborers_and_Foreman",NA
1318,1986,8,14,"no","other","no","no",1.28594092,"Manufacturing","Laborers_and_farmers",NA
1318,1987,8,15,"no","other","no","no",1.2861956646,"Agricultural","Laborers_and_farmers",NA
1345,1980,12,4,"no","other","no","no",1.764698182,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1345,1981,12,5,"no","other","yes","no",-0.723918839,"Trade","Craftsmen, Foremen_and_kindred","south"
1345,1982,12,6,"no","other","yes","no",1.8908434275,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1345,1983,12,7,"no","other","yes","no",2.0883155824,"Trade","Craftsmen, Foremen_and_kindred","south"
1345,1984,12,8,"no","other","yes","no",2.2062754129,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1345,1985,12,9,"no","other","yes","no",2.1590043645,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1345,1986,12,10,"no","other","yes","no",2.2212970073,"Trade","Craftsmen, Foremen_and_kindred","south"
1345,1987,12,11,"no","other","yes","no",1.5838541915,"Trade","Craftsmen, Foremen_and_kindred","south"
1397,1980,12,5,"yes","other","no","no",1.7700830657,"Manufacturing","Operatives_and_kindred","south"
1397,1981,12,6,"yes","other","no","no",1.6017158663,"Manufacturing","Operatives_and_kindred","south"
1397,1982,12,7,"yes","other","no","no",1.5474025215,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1397,1983,12,8,"yes","other","no","no",1.7860347105,"Manufacturing","Laborers_and_farmers","south"
1397,1984,12,9,"yes","other","no","no",1.6825463843,"Manufacturing","Operatives_and_kindred","south"
1397,1985,12,10,"yes","other","no","no",1.7204994023,"Manufacturing","Operatives_and_kindred","south"
1397,1986,12,11,"yes","other","no","no",1.7999614346,"Manufacturing","Operatives_and_kindred","south"
1397,1987,12,12,"yes","other","no","no",1.7609954661,"Manufacturing","Operatives_and_kindred","south"
1434,1980,10,2,"no","other","no","no",0.2062864342,"Construction","Laborers_and_farmers","south"
1434,1981,10,3,"no","other","yes","no",1.1210496338,"Construction","Craftsmen, Foremen_and_kindred","south"
1434,1982,10,4,"yes","other","yes","no",1.0861173433,"Professional_and_Related Service","Service_Workers","south"
1434,1983,10,5,"yes","other","yes","no",1.2689148095,"Professional_and_Related Service","Service_Workers","south"
1434,1984,10,6,"yes","other","yes","no",1.0993725776,"Entertainment","Service_Workers","south"
1434,1985,10,7,"yes","other","yes","no",1.3452291962,"Trade","Laborers_and_farmers","south"
1434,1986,10,8,"no","other","yes","no",1.9000448932,"Business_and_Repair_Service","Service_Workers","south"
1434,1987,10,9,"no","other","yes","no",1.5153917841,"Professional_and_Related Service","Service_Workers","south"
1492,1980,13,4,"no","other","no","no",2.0364553516,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
1492,1981,13,5,"no","other","no","no",1.1423682706,"Trade","Craftsmen, Foremen_and_kindred","south"
1492,1982,13,6,"no","other","no","no",1.3785358571,"Transportation","Professional, Technical_and_kindred","south"
1492,1983,13,7,"no","other","yes","no",1.4737538385,"Transportation","Professional, Technical_and_kindred","south"
1492,1984,13,8,"no","other","no","yes",1.4749070195,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1492,1985,13,9,"no","other","yes","no",1.4162823983,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1492,1986,13,10,"no","other","yes","no",1.4984333544,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1492,1987,13,11,"no","other","yes","no",1.500852602,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1496,1980,12,1,"yes","other","no","no",1.1783359996,"Trade","Service_Workers",NA
1496,1981,12,2,"yes","other","no","no",1.0872871393,"Trade","Service_Workers",NA
1496,1982,12,3,"no","other","no","no",0.0077341796,"Trade","Craftsmen, Foremen_and_kindred",NA
1496,1983,12,4,"no","other","no","no",0.7967049537,"Trade","Managers, Officials_and_Proprietors","south"
1496,1984,12,5,"no","other","no","no",1.0372282914,"Personal_Service","Managers, Officials_and_Proprietors","south"
1496,1985,12,6,"no","other","no","no",1.2083741427,"Personal_Service","Managers, Officials_and_Proprietors","south"
1496,1986,12,7,"no","other","no","no",1.2044588874,"Trade","Managers, Officials_and_Proprietors","south"
1496,1987,12,8,"no","other","no","no",1.8570805187,"Transportation","Sales_Workers","south"
1506,1980,12,3,"no","other","no","no",0.9743966533,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
1506,1981,12,4,"no","other","no","no",2.4651040225,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1506,1982,12,5,"no","other","no","no",1.0550356916,"Trade","Craftsmen, Foremen_and_kindred","south"
1506,1983,12,6,"no","other","no","no",1.1427648233,"Trade","Service_Workers","south"
1506,1984,12,7,"no","other","no","no",1.0127465677,"Trade","Sales_Workers","south"
1506,1985,12,8,"no","other","no","no",1.0728145958,"Trade","Operatives_and_kindred","south"
1506,1986,12,9,"no","other","no","no",1.0599847001,"Trade","Operatives_and_kindred","south"
1506,1987,12,10,"no","other","no","no",0.9269266855,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
1515,1980,10,2,"no","other","no","no",1.0337793397,"Trade","Sales_Workers","south"
1515,1981,10,3,"yes","other","no","no",1.2926409278,"Trade","Managers, Officials_and_Proprietors","south"
1515,1982,10,4,"no","other","no","no",1.3144663995,"Trade","Managers, Officials_and_Proprietors","south"
1515,1983,10,5,"no","other","no","no",1.2582148866,"Trade","Managers, Officials_and_Proprietors","south"
1515,1984,10,6,"no","other","no","no",1.6472782454,"Transportation","Operatives_and_kindred","south"
1515,1985,10,7,"no","other","no","no",1.7659617764,"Transportation","Operatives_and_kindred","south"
1515,1986,10,8,"no","other","no","no",1.7999614346,"Transportation","Clerical_and_kindred","south"
1515,1987,10,9,"no","other","yes","no",1.8106874791,"Transportation","Operatives_and_kindred",NA
1520,1980,12,5,"yes","black","yes","no",1.3759228768,"Manufacturing","Operatives_and_kindred","south"
1520,1981,12,6,"yes","black","yes","no",1.3539078454,"Agricultural","Farm_Laborers_and_Foreman","south"
1520,1982,12,7,"no","black","yes","no",1.3495767782,"Agricultural","Operatives_and_kindred","south"
1520,1983,12,8,"no","black","yes","no",1.3511975241,"Manufacturing","Operatives_and_kindred","south"
1520,1984,12,9,"no","black","yes","no",1.3703057205,"Manufacturing","Operatives_and_kindred","south"
1520,1985,12,10,"no","black","yes","no",1.4013186628,"Manufacturing","Clerical_and_kindred","south"
1520,1986,12,11,"no","black","yes","no",1.5805427608,"Manufacturing","Laborers_and_farmers","south"
1520,1987,12,12,"yes","black","yes","no",1.6359949495,"Trade","Laborers_and_farmers","south"
1528,1980,10,4,"yes","black","no","no",0.9788977862,"Trade","Service_Workers","south"
1528,1981,10,5,"no","black","no","no",1.2417131323,"Trade","Service_Workers","south"
1528,1982,10,6,"no","black","no","no",1.2597204491,"Trade","Service_Workers","south"
1528,1983,10,7,"no","black","no","no",1.0322629081,"Trade","Service_Workers","south"
1528,1984,10,8,"no","black","no","no",1.196193617,"Trade","Service_Workers","south"
1528,1985,10,9,"no","black","no","no",1.1681045329,"Trade","Service_Workers","south"
1528,1986,10,10,"no","black","no","no",1.3664045917,"Trade","Service_Workers","south"
1528,1987,10,11,"no","black","no","no",1.3983129627,"Professional_and_Related Service","Service_Workers",NA
1554,1980,12,2,"no","other","no","no",1.3118673922,"Manufacturing","Operatives_and_kindred","south"
1554,1981,12,3,"no","other","yes","no",1.2226649373,"Trade","Operatives_and_kindred","south"
1554,1982,12,4,"yes","other","yes","no",1.4088665931,"Manufacturing","Clerical_and_kindred","south"
1554,1983,12,5,"no","other","yes","no",1.5743410754,"Manufacturing","Operatives_and_kindred","south"
1554,1984,12,6,"no","other","yes","no",1.4558588245,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1554,1985,12,7,"no","other","yes","no",1.8748249226,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
1554,1986,12,8,"no","other","yes","no",1.8739461402,"Manufacturing","Craftsmen, Foremen_and_kindred","south"
