"id","year","type","pl","pf","pk","output","cost","empexp","nbemp","faexp","fa","intexp","bfunds","dep","nondep","npl","ec","quality","rindex","ta","ts"
11,1998,"conventional",30854.94977,0.095077007,0.058915537,69360712.88,17668939.68,7744592.392,251,405156.9168,6876911.207,16224203.97,170642771.2,132880712.3,37762058.83,4765075.597,8963648.602,0.068699922,0.042352782,211642499.9,48855470.34
11,1999,"conventional",32393.78535,0.066781723,0.051798561,55102374.98,18037662.18,8163233.907,252,393198.3151,7590911.916,16905343.11,253143259.7,62203973.44,190939286.2,6503063.244,13106610.5,0.118017839,0.04345968,301580923.2,43146961.77
11,2000,"conventional",37928.01783,0.062709057,0.057299048,43804762.67,17539435.35,7471819.513,197,400554.0675,6990588.478,19237918.32,306780538.8,72786194.07,233994344.7,6571634.401,18400010.17,0.150021002,0.053345808,344919513.7,43368823.96
12,1990,"conventional",24036.6101,0.277108434,0.001118366,19224480.76,11260140.61,2235404.739,93,1000,894161.8957,10282861.8,37107718.68,29954423.51,7153295.17,1000,1341242.844,5.2017e-05,0.027522936,48731823.32,2682485.687
12,1991,"conventional",22585.39449,0.224489796,0.5,10996263.94,7252170.171,2145612.477,95,268201.5596,536403.1192,5900434.311,26283752.84,26283752.84,0,4559426.513,7241442.109,0.414634146,0.152542373,47471676.05,2413814.036
12,1992,"conventional",19101.59735,0.2,0.333333333,14538052.09,6004847.603,1738245.359,91,158022.3053,474066.916,6162869.908,30814349.54,30814349.54,0,5056713.771,4266602.244,0.347826087,0.07012987,60838587.56,7269026.046
12,1993,"conventional",21825.18563,0.290076336,0.111111111,10083235.76,6516849.909,1920616.335,88,192061.6335,1728554.702,7298342.073,25160073.99,25160073.99,0,4513448.387,3745201.853,0.447619048,0.066552901,56274058.62,6626126.356
12,1994,"conventional",15745.73685,0.140495868,0.085714286,9201162.634,4846451.224,1354133.369,86,104164.1053,1215247.895,3541579.58,25207713.48,25207713.48,0,27568766.53,1354133.369,2.996226415,0.026989619,50172377.38,416656.4212
12,1995,"conventional",23697.61988,0.201219512,0.029411765,8921346.011,7365048.307,1919507.21,81,43625.16387,1483255.571,5758521.63,28618107.5,28618107.5,0,850690.6954,850690.6954,0.095354523,0.032204789,26415036.72,588939.7122
12,1996,"conventional",29057.84828,0.12233677,0.01754386,16421835.4,3935635.886,2004991.531,69,23868.9468,1360529.967,2124336.265,17364658.79,17042428.01,322230.78,429641.0424,9392430.565,0.026162791,0.318623482,29478149.29,1873712.324
12,1997,"conventional",36275.73315,0.128026534,0.016713092,25448516.02,4766482.592,2394198.388,66,75014.0487,4488340.581,2412951.9,18847279.74,18847279.74,0,218790.9754,4919671.361,0.008597396,0.104238411,47196338.97,1281489.999
12,1998,"conventional",41033.59138,0.409231829,0.035714286,53437687.51,6168138.962,1846511.612,45,204371.1881,5722393.267,4259525.816,10408588.76,10408588.76,0,143418.3776,3951176.304,0.002683843,0.05320844,74258450.48,1846511.612
12,1999,"conventional",39007.76935,0.336392841,0.045359967,23965437.3,4839017.736,1638326.313,42,238103.4241,5249197.506,3202381.833,9519768.09,9519768.09,0,535186.5955,9504477.049,0.022331601,0.210753209,45097662.3,1939778.354
12,2000,"conventional",39731.89009,0.151224764,0.03388857,47607903.23,5031763.755,1668739.384,42,167015.4769,4928371.954,3975817.582,26290783.76,26244076.04,46707.72,489723.3475,6158341.865,0.010286598,0.06320545,97433715.38,11616067.96
13,1990,"conventional",21289.56895,0.083333333,0.001118366,4470809.479,2459945.213,1341242.844,63,1000,894161.8957,1341242.844,16094914.13,16094914.13,0,447080.9479,2235404.74,0.1,0.065789474,33978152.04,894161.8957
13,1991,"conventional",21629.15803,0.074074074,0.000532648,1072806.238,1771130.293,1341007.798,62,1000,1877410.917,1072806.238,14482884.22,14214682.66,268201.56,1072806.238,8046046.788,1,0.25,32184187.15,1609209.358
13,1992,"conventional",22574.61505,0.063492063,0.090909091,2212312.275,2122995.32,1580223.053,70,158022.3053,1738245.359,632089.2214,9955405.24,9955405.24,0,474066.916,4740669.16,0.214285714,0.206896552,22913234.27,1422200.748
13,1993,"conventional",26331.0304,0.057142857,0.111111111,7106280.44,2326205.314,1632523.885,62,192061.6335,1728554.702,576184.9005,10083235.76,10083235.76,0,288092.4503,2880924.502,0.040540541,0.121951219,23623580.92,1056338.984
13,1994,"conventional",20575.62574,0.040462428,0.117647059,7742865.16,1927469.965,1111083.79,54,138885.4737,1180526.527,729148.7371,18020390.21,18020390.21,0,208328.2106,1979118,0.02690583,0.047979798,41248985.7,590263.2633
13,1995,"conventional",20554.16375,0.0486618,0.104477612,7612591.095,1877762.441,1068816.515,52,152688.0735,1461442.99,872503.2773,17929942.35,17929942.35,0,349001.3109,1243317.17,0.045845272,0.031737194,39175397.15,2508446.922
13,1996,"conventional",17789.12073,0.054896142,0.07826087,15323863.84,1808232.272,942823.3985,53,107410.2606,1372464.441,883151.0315,16087670.14,16087670.14,0,274492.8882,680264.9837,0.017912773,0.017367459,39168941.69,2530108.361
13,1997,"conventional",19253.60583,0.048286604,0.046948357,9214225.649,1803929.717,962680.2917,50,62511.70725,1331499.364,968931.4624,20066258.02,20066258.02,0,68762.87798,2631742.874,0.007462687,0.062342663,42214155.91,2250421.461
13,1998,"conventional",21732.27457,0.054600931,0.051490515,7934621.742,2214276.282,1064881.454,49,68123.72937,1323034.534,1219056.21,22326655.94,22326655.94,0,225883.9448,2294694.042,0.028468143,0.057388809,39985043.68,1011099.562
13,1999,"conventional",24162.52684,0.030509184,0.065255732,4644108.988,2353893.119,1183963.815,49,80824.09809,1238574.692,1273525.654,41742370.02,29291090.04,12451279.98,292714.3012,2188803.954,0.063029163,0.037358786,58588733.38,786396.6301
13,2000,"conventional",26135.25594,0.059931134,0.056537102,2410401.332,2463551.063,1123816.006,43,67938.49908,1201662.202,1946154.922,32473187.17,13942961.55,18530225.62,297230.9335,2332555.135,0.123311803,0.053715776,43424024,1278093.014
14,1990,"conventional",40643.72253,0.228915663,1,65273818.39,15601262.24,2235404.739,55,447080.9479,447080.9479,16989076.02,74215437.34,10282861.8,63932575.54,1000,14306590.33,1.53201e-05,0.123552124,115793965.5,20565723.6
14,1991,"conventional",36739.93967,0.202505219,0.5,71341614.85,19271294.14,2682015.596,73,268201.5596,536403.1192,26015551.28,128468547.1,22260729.45,106207817.6,1341007.798,13410077.98,0.018796992,0.078616352,170576191.9,42375846.41
14,1992,"conventional",36466.68585,0.175208582,0.25,54517695.34,18010103.98,2844401.496,78,158022.3053,632089.2214,23229278.89,132580714.2,4424624.55,128156089.6,3634513.023,11851672.9,0.066666667,0.070290534,168609799.8,29866215.71
14,1993,"conventional",39397.25816,0.053123672,0.4,68950126.43,14025055.02,3072986.136,78,192061.6335,480154.0838,12003852.09,225960511.8,3745201.85,222215310,4225355.937,14404622.51,0.061281337,0.054884742,262452222.2,7970557.791
14,1994,"conventional",26708.74495,0.197747748,0.333333333,27638209.27,9383460.165,2083282.106,78,69442.73686,208328.2106,15242680.74,77081437.92,40068459.17,37012978.75,1805511.158,8333128.424,0.065326633,0.07751938,107497356.7,30624246.96
14,1995,"conventional",33409.14448,0.335393797,0.416666667,19042384.03,16221043.27,2639322.414,79,109062.9097,261750.9832,68644195.34,204667456.3,189834900.6,14832555.71,872503.2773,12215045.88,0.045819015,0.04828835,252960512.7,77979980.41
14,1996,"conventional",32670.62093,0.289292901,0.48,36805915.96,16469451.71,2613649.674,80,143213.6808,298361.835,49754819.6,171987696.2,123712751.3,48274944.9,1587284.962,16708262.76,0.043125811,0.072727273,229738612.9,96740841.37
14,1997,"conventional",33314.16594,0.326203429,0.319444444,28249040.51,18869183.43,2731761.607,82,143776.9267,450084.2922,49478016.29,151678406.5,120360041.1,31318365.33,668875.2676,17190719.49,0.023677805,0.08334091,206269880.4,59142326.23
14,1998,"conventional",34978.14877,0.373767312,0.388157895,21204407.13,15585667.01,3148033.389,90,211542.107,544989.835,49737493.36,133070741.7,107961769.2,25108972.46,154174.756,18823662.06,0.007270883,0.09078333,207347119.5,65058161.55
14,1999,"conventional",39384.0796,0.174389536,0.331343284,42804005.46,18281743.56,4017176.119,102,242472.2943,731785.753,45257126.06,259517441.2,87934434.29,171583007,93930.7086,21844350.84,0.002194437,0.062703787,348373707.1,95348406.97
14,2000,"conventional",41201.99877,0.136090071,0.206266319,44614363.11,54273819.45,4491017.866,109,335446.3392,1626277.822,58185078.31,427548297.8,163263290.2,264285007.6,285907.8503,33969249.54,0.006408426,0.06641319,511483482.6,7883696.664
15,1990,"conventional",67062.14218,0.24137931,0.002236731,50073066.16,8942618.957,2682485.687,40,1000,447080.9479,6259133.27,25930694.98,25930694.98,0,1000,1788323.791,1.99708e-05,0.019607843,91204513.36,0
15,1991,"conventional",57064.16161,0.453781513,0.5,59272544.67,15213502.26,2682015.596,47,268201.5596,536403.1192,14482884.22,31915985.59,19310512.29,12605473.3,1000,8046046.788,1.68712e-05,0.047770701,168430579.4,10728062.38
15,1992,"conventional",49575.62521,0.207407407,0.5,28444014.96,6298317.599,2528356.885,51,158022.3053,316044.6107,8849249.099,42666022.45,27969948.05,14696074.4,1000,9639360.626,3.51568e-05,0.070276498,137163361,41243821.69
15,1993,"conventional",47201.5879,0.206434316,0.666666667,27272751.96,7522413.979,2784893.686,59,192061.6335,288092.4503,7394372.89,35819494.65,2592832.05,33226662.6,1000,5857879.822,3.66666e-05,0.06838565,85659488.55,17093485.38
15,1994,"conventional",38028.16542,0.264950795,0.142857143,17950947.48,6291545.793,2395774.422,63,69442.73686,486099.158,12152478.95,45866927.7,24443843.38,21423084.32,1000,4166564.212,5.57074e-05,0.045095829,92393561.4,39061539.49
15,1995,"conventional",45974.21115,0.13531775,0.317460317,20612889.93,11579488.04,2988323.725,65,436251.6387,1374192.662,16163123.21,119445698.7,109869975.2,9575723.47,1000,6980026.219,4.85133e-05,0.037002775,188635208.6,20242076.03
15,1996,"conventional",47018.94941,0.32587532,0.241758242,11469028.94,13936467.32,3902572.801,83,262558.4148,1086037.079,45541950.49,139752683.5,138499563.8,1253119.71,1000,8628624.267,8.71913e-05,0.02905715,296953567.1,41985477.42
15,1997,"conventional",48051.16774,0.637633823,0.391752577,13571291.64,48983669.24,3988246.923,83,237544.4876,606363.5603,87866455.71,137800807.5,136444303.4,1356504.05,1000,8432829.308,7.3685e-05,0.021101204,399637344.5,13071197.99
15,1998,"conventional",55024.85088,1.726885823,0.5125,4585802.625,28318630.34,4126863.816,75,294007.6741,573673.5105,84380202.48,48862641.26,47833614.4,1029026.86,1000,7913108.986,0.000218064,0.033174002,238533445.7,11606132.21
15,1999,"conventional",82970.8705,0.175046636,0.581730769,4976143.12,8863155.375,4812310.489,58,264316.6451,454362.4974,52474499.58,299774395.4,44560291.27,255214104.1,1000,8737740.334,0.000200959,0.022478351,388718038.7,63984288.03
15,2000,"conventional",81189.43478,0.228481446,0.575079872,570400.3152,5278620.705,4708987.217,58,254769.3715,443015.6294,45385748.16,198640848.3,162453689.8,36187158.46,1000,14153853.97,0.001753155,0.047081644,300623612.3,81649337.43
16,1990,"conventional",37019.44154,0.1,0.5,117582289.3,15497741.71,5812052.322,157,447080.9479,894161.8957,9835780.853,98357808.53,83604137.25,14753671.28,1000,14306590.33,8.50468e-06,0.063241107,226222959.6,7600376.114
16,1991,"conventional",40413.93364,0.272727273,0.333333333,78314855.4,18754951.92,5900434.311,146,268201.5596,804604.6788,21724326.33,79655863.2,45594265.13,34061598.07,1000,35134404.31,1.2769e-05,0.197885196,177549432.4,56858730.63
16,1992,"conventional",37674.192,0.185344828,0.078947368,117252550.6,14587029.77,5688802.992,151,474066.916,6004847.603,13589918.26,73322349.68,50883182.32,22439167.36,1000,25757635.77,8.5286e-06,0.068143813,377989354.4,71900148.93
16,1993,"conventional",33328.34229,0.111898017,0.086956522,140397054.1,20536248.16,5665818.189,170,768246.534,8834835.141,15172869.05,135595513.3,89692782.85,45902730.41,1000,23527550.1,7.12266e-06,0.082463817,285307556.6,10659420.66
16,1994,"conventional",21074.66144,0.206674708,0.093023256,48575194.44,17578686.57,4236006.949,201,694427.3686,7465094.213,17846783.37,86352043.29,82775742.34,3576300.95,1000,8506735.266,2.05866e-05,0.049058871,173398513.9,19964786.85
16,1995,"conventional",29031.69268,0.131076028,0.119873817,113272738,31314030.34,8157905.643,281,2486634.34,20743765.42,27527478.4,210011538.8,184338129.9,25673408.94,828878.1135,13938239.86,0.007317543,0.047590676,292877537.6,37583078.67
16,1996,"conventional",32287.58884,0.219581051,0.1663758,73229928.77,54842710.8,11946407.87,370,3413259.392,20515359.77,46413167.05,211371458.4,187884414.7,23487043.65,835413.1379,42522528.72,0.011408083,0.149630438,284183680.6,12853427.85
16,1997,"conventional",33113.08551,0.098047331,0.174002751,255035263.2,68042921.74,13708817.4,414,3163092.387,18178404.47,65162203.64,664599466.8,415809123.1,248790343.7,2825529.168,65293478.22,0.011078974,0.078803425,828561423.8,69731809.44
16,1998,"conventional",41027.44889,0.196547044,0.191584435,230057419.6,102868352.5,18626461.79,454,3689437.765,19257502.66,101758924.4,517733172.3,225812235.6,291920936.7,4273867.653,37450123.86,0.018577395,0.05127236,730415455.4,60565580.87
16,1999,"conventional",35819.58795,0.154528839,0.225759768,138370855.9,81836903.26,24321500.22,679,4089262.477,18113335.71,101211430.7,654967908.9,317761033.9,337206875,6369812.704,73731237.38,0.046034352,0.084113128,876572294.8,123761354.1
16,2000,"conventional",34414.37074,0.103658787,0.216237254,185524471.7,92550146.28,29217800.76,849,3931940.634,18183456.2,71546316.46,690209858.3,262331775.7,427878082.6,2543447.559,47773503.32,0.013709499,0.053143618,898950896.7,37935159.42
17,1990,"conventional",44708.09479,0.29245283,0.002236731,37554799.62,14443658.45,1788323.791,40,1000,447080.9479,13859509.38,47390580.48,3129566.64,44261013.84,1000,5364971.374,2.66278e-05,0.074534161,71980032.61,3576647.583
17,1991,"conventional",40230.23394,0.820512821,0.5,57931536.87,10438539.36,2413814.036,60,268201.5596,536403.1192,8582449.907,10459860.82,4559426.51,5900434.31,1000,8850651.466,1.72618e-05,0.10543131,83947088.15,6168635.87
17,1992,"conventional",39505.57634,0.696969696,0.666666667,30814349.54,5922589.417,2370334.58,60,316044.6107,474066.916,3634513.023,5214736.08,1106156.14,4108579.94,1000,7269026.046,3.24524e-05,0.136904762,53095494.59,3792535.328
17,1993,"conventional",42870.90034,0.549019608,0.5,19110132.53,4909211.754,2400770.419,56,192061.6335,384123.267,2688862.869,4897571.65,576184.9,4321386.75,2112677.969,6242003.089,0.110552764,0.185714286,33610785.86,3072986.136
17,1994,"conventional",28711.90082,0.209401709,0.8,7777586.529,3239928.535,1493018.843,52,138885.4737,173606.8422,1701347.053,8124800.21,7013716.42,1111083.79,3472136.843,3229087.264,0.446428571,0.159519726,20242557.8,451377.7896
17,1995,"conventional",42534.53477,0.047510017,0.875,7678028.841,3562585.265,1701381.391,40,152688.0735,174500.6555,1810444.3,38106580.64,31584618.64,6521962,3424575.364,4776955.443,0.446022727,0.102384292,46657112.76,458064.2206
17,1996,"conventional",44535.96171,0.364066194,0.428571429,3783228.067,6752723.957,1825974.43,41,71606.84039,167082.6276,5513726.71,15144846.74,8533148.48,6611698.26,1563416.015,2613649.674,0.413249211,0.132166566,19775422.42,513182.3561
17,1997,"conventional",43758.19508,0.142781316,0.34,3619427.85,4771645.884,1750327.803,40,106269.9023,312558.5363,3363129.85,23554411.29,12696127.74,10858283.55,1081452.535,1369006.389,0.298791019,0.050356404,27186341.48,556354.1945
17,1998,"conventional",47181.38673,1.222486142,0.333333333,842582.9686,7559363.409,2075981.016,44,107563.7832,322691.3497,5535949.377,4528435.28,3678681.39,849753.89,896364.8602,785215.6175,1.063829787,0.056254816,13958193.6,25098.21609
17,1999,"conventional",44180.19957,0.298250729,0.35828877,3353107.853,4045466.522,1767207.983,40,146357.1506,408489.3606,2234677.091,7492612.34,4945561.03,2547051.31,600719.648,3910138.8,0.179153094,0.214628297,18218188.6,161648.1962
17,2000,"conventional",48193.87278,0.429974652,0.374631268,1583816.26,2736125.021,1927754.911,40,179753.9455,479815.6498,1920677.984,4466956.31,2883140.05,1583816.26,451507.9418,2533539.862,0.285075961,0.106105513,23877551.66,3255386.414
18,1990,"conventional",21289.56895,0.2,0.002236731,1341242.844,639687.0684,447080.9479,21,1000,447080.9479,447080.9479,2235404.74,1341242.84,894161.9,1000,2235404.739,0.000745577,0.263157895,8494538.009,1788323.791
18,1991,"conventional",14497.3816,0.285714285,0.003728539,1072806.238,966525.6145,536403.1192,37,1000,268201.5596,536403.1192,1877410.92,1072806.24,804604.68,1000,1341007.798,0.000932135,0.277777778,4827628.073,268201.5596
18,1992,"conventional",13943.14459,0.0625,0.000904032,1738245.359,619920.6959,474066.916,34,1000,1106156.137,158022.3053,2528356.88,948133.83,1580223.05,1000,3476490.718,0.000575293,0.523809524,6636936.824,158022.3053
18,1993,"conventional",14550.12375,0.1,0.000946666,192061.6335,513164.356,480154.0838,33,1000,1056338.984,96030.81675,960308.17,864277.35,96030.82,1000,2112677.969,0.005206662,0.55,3841232.67,384123.267
18,1994,"conventional",25584.16621,0.002057193,0.001371462,34721.36843,487349.158,486099.158,19,1000,729148.7371,1000,486099.16,486099.16,0,1000,763870.1055,0.028800708,0.271604938,2812430.843,104164.1053
18,1995,"conventional",20529.48888,0.001697967,0.001066165,1000,350012.6423,349001.3109,17,1000,937941.0231,1000,588939.71,588939.71,0,1000,1090629.097,0.1,0.35971223,3031948.889,872503.2773
18,1996,"conventional",12562.60358,0.02173913,0.013333333,47737.89359,251661.7217,238689.468,19,11934.4734,895085.5049,11934.4734,548985.78,548985.78,0,1000,596723.6699,0.020947719,0.248756219,2398829.153,501247.8827
18,1997,"conventional",11668.85202,0.014285714,0.007633588,25004.6829,181978.5256,175032.7803,15,6251.170725,818903.365,6251.170725,437581.95,437581.95,0,1000,312558.5363,0.039992509,0.165016502,1894104.73,200037.4632
18,1998,"conventional",14085.73352,0.014925373,0.004310345,17927.2972,204371.1881,197200.2692,14,3585.459441,831826.5903,7170.918882,480451.57,480451.57,0,1000,179272.972,0.055780857,0.111856823,1602700.37,17927.2972
18,1999,"conventional",21844.35084,0.012764406,0.008356546,242472.2943,296312.1943,218443.5084,10,6553.305251,784212.195,76455.22793,5989721,463100.24,5526620.76,1000,109221.7542,0.004124183,0.008574859,12737440.97,17475.48067
18,2000,"conventional",18291.13437,0.034932332,0.046589018,990769.7782,647733.5824,237784.7468,13,39630.79113,850646.6239,697785.001,19975334.12,1135139.09,18840195.03,1000,3859755.979,0.001009316,0.143202227,26953184.12,876123.5611
19,1990,"conventional",NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1991,"conventional",41906.49368,0.103092784,0.117647059,20383318.53,4220321.093,1341007.798,32,536403.1192,4559426.513,2682015.596,26015551.28,268201.56,25747349.72,1000,8046046.788,4.90597e-05,0.1875,42912249.53,2950217.155
19,1992,"conventional",42708.73117,0.030756442,0.115384615,34922929.48,6209107.946,1580223.053,37,474066.916,4108579.939,5846825.298,190100833.3,632089.22,189468744.1,1000,4740669.16,2.86345e-05,0.022607385,209695599.2,14222007.48
19,1993,"conventional",40813.09712,0.034991568,0.131578947,36587741.18,7384869.841,1632523.885,40,480154.0838,3649171.037,7970557.791,227785097.3,192061.63,227593035.7,1000,2880924.503,2.73316e-05,0.011269722,255634034.2,18726009.27
19,1994,"conventional",37201.46618,0.139489195,0.063291139,8124800.213,3209531.551,1562461.579,42,173606.8422,2742988.106,4930434.317,35346353.06,5659583.05,29686770.01,1000,1041641.053,0.00012308,0.020618557,50519591.07,19062031.27
19,1995,"conventional",42769.7685,0.168969422,0.057324841,20918266.07,10417255.35,2181258.193,51,196313.2374,3424575.364,16272186.12,96302549.24,63147424.7,33155124.54,1000,654377.458,4.78051e-05,0.004878049,134147378.9,21419955.46
19,1996,"conventional",34311.61102,0.262838211,0.056140351,53227751.36,29503114.92,1921450.217,56,190951.5744,3401324.919,34084856.03,129679988,99724459.72,29955528.23,1000,358034.202,1.87872e-05,0.002218935,161354080.4,13008576
19,1997,"conventional",50552.94586,0.124239608,0.057361377,133162438.8,31304055.54,2325435.51,46,187535.1218,3269362.289,36769386.21,295955426.8,90879520,205075906.8,1000,9626802.917,7.50963e-06,0.027161452,354428877.8,36900660.79
19,1998,"conventional",58282.78751,0.183315577,0.049277825,211140535.5,56067061.23,2739291.013,47,207956.6476,4220085.762,69712087.91,380284584.7,148036449.4,232248135.3,1000,5521607.539,4.73618e-06,0.012411848,444865880.1,65950940.95
19,1999,"conventional",52850.28762,0.134873389,0.150744119,179206685.4,28802842.37,3540969.271,67,685912.6163,4550178.279,76662749.26,568405299.8,232382388.6,336022911.2,1000,3364030.029,5.58015e-06,0.004657169,722333702.4,379814281.3
19,2000,"conventional",48573.45341,0.094988839,0.405949657,141953247.7,32431716.73,5343079.876,110,1255446.848,3092617.094,86250755.35,908009363.3,140754416.2,767254947.1,1000,2179693.512,7.04457e-06,0.002115637,1030277431,331994214.2
20,1990,"conventional",16182.48995,0.261652542,0.25,322345363.4,119317376.9,22801128.34,1409,4470809.479,17883237.91,110428994.1,422044414.7,410420310.1,11624104.64,1000,447080.9479,3.10226e-06,0.00075815,589699770.2,64379656.49
20,1991,"conventional",22269.44358,0.267813268,0.237288136,309236398.2,127071985.8,30843179.35,1385,3754821.834,15823892.02,116935880,436632139,412762200.2,23869938.8,3754821.834,1341007.798,0.012142238,0.002156102,621959416.7,81801475.67
20,1992,"conventional",23110.9088,0.291401948,0.307692308,292341264.9,122615314.6,31130394.15,1347,2528356.885,8217159.878,108719346.1,373090663,344804670.3,28285992.66,2686379.191,790111.5267,0.009189189,0.00129668,609334009.4,64947167.5
20,1993,"conventional",16648.89333,0.151184456,0.066052227,283579001.9,73004124.87,24007704.19,1442,4129325.12,62516061.71,54545503.92,360787778.6,322471482.7,38316295.89,4225355.937,43213867.54,0.014900102,0.074626866,579065825,61171630.27
20,1994,"conventional",14424.5148,0.205165312,0.050070522,209682344,80779470.42,21492527.06,1490,2465217.159,49234900.44,63991482.02,311902052.6,303221710.5,8680342.11,4236006.949,15624615.79,0.02020202,0.029693171,526202338.6,26457682.74
20,1995,"conventional",16672.03715,0.131026903,0.051930304,307513780.1,78416764.07,23557588.49,1413,3315512.454,63845427.32,59810099.66,456471902.1,421942584.9,34529317.2,2399384.013,32718872.9,0.007802525,0.047269404,692178662.5,49318247.75
20,1996,"conventional",16840.34389,0.109187679,0.038456275,372761342.1,78200738.37,25563642.02,1518,3353587.025,87205197.12,97934288.71,896935348.3,785455432.3,111479916,1658891.802,59672366.99,0.004450279,0.051963709,1148346965,367975618.3
20,1997,"conventional",19430.59112,0.136353831,0.064484516,642151512.7,181296790.8,38569723.37,1985,6169905.506,95680419.12,213377461.5,1564880573,1143014065,421866507.6,3544413.801,93767560.88,0.005519591,0.04976643,1884152866,361242653.9
20,1998,"conventional",24328.06243,0.146107655,0.073033708,629560066.8,197959613.2,57535867.65,2365,8623029.955,118069179.4,276026595,1889200092,1224613672,664586420.1,5206087.108,107563783.2,0.008269405,0.047176636,2280022342,688910176.9
20,1999,"conventional",25522.99007,0.147858622,0.093625395,623662769.7,227901382.1,57350158.69,2247,11848375.89,126550877.7,351943074.1,2380267505,1437993956,942273548.8,13504177.69,131066105,0.021653012,0.045966515,2851338746,759386090.3
20,2000,"conventional",36406.29806,0.11442808,0.09866003,716247288.1,357018540.8,61381018.53,1686,12119945.16,122845544.8,301179858.7,2632045023,1716025994,916019029.3,17692317.47,176923174.7,0.024701409,0.05823542,3038068140,44620024.66
21,1990,"conventional",54522.06681,0.285714286,0.5,49178904.26,7366190.855,2235404.739,41,447080.9479,894161.8957,6259133.27,21906966.45,2682485.69,19224480.76,1000,10282861.8,2.03339e-05,0.070987654,144854227.1,16541995.07
21,1991,"conventional",57064.16161,0.885057471,0.5,86629103.75,19626319.63,2682015.596,47,268201.5596,536403.1192,20651520.09,23333535.68,11800868.62,11532667.06,1000,8314248.347,1.15435e-05,0.03583815,231994349,20651520.09
21,1992,"conventional",46316.8826,1.34375,0.333333333,85648089.49,13550412.68,2686379.191,58,158022.3053,474066.916,13589918.26,10113427.54,2370334.58,7743092.96,1264178.443,8375182.183,0.014760148,0.024651163,339747956.5,23071256.58
21,1993,"conventional",47073.92978,0.62672811,0.666666667,109955285.2,14149183.51,2400770.419,51,192061.6335,288092.4503,13060191.08,20838687.24,14212560.88,6626126.36,2208708.785,7970557.791,0.020087336,0.023680456,336588012.7,14308591.7
21,1994,"conventional",35476.18079,2.233128836,0.5,14305203.79,8098268.651,1631904.316,46,69442.73686,138885.4737,12638578.11,5659583.05,4826270.21,833312.84,1423576.106,4756827.475,0.099514563,0.054086064,87949226.24,13957990.11
21,1995,"conventional",39163.49938,0.154715128,0.666666667,52415634.39,6916826.882,1723193.973,44,43625.16387,65437.7458,6870963.309,44410416.82,38651895.19,5758521.63,218125.8193,7590778.513,0.004161465,0.060892388,124658905.8,17515503.29
21,1996,"conventional",48215.27253,0.218324681,0.2,22174251.57,8516193.038,2410763.627,50,59672.36699,298361.835,18570040.61,85056991.91,42450921.88,42606070.03,119344.734,5489857.763,0.005382131,0.035480139,154730447.6,45935788.11
21,1997,"conventional",42814.62214,0.279268873,0.248062016,33518777.43,21446025.61,2269174.973,53,200037.4632,806401.0235,51384623.36,183996959.1,2100393.36,181896565.8,62511.70725,5694816.531,0.001864976,0.018896886,301362689.5,57241970.33
21,1998,"conventional",53905.52814,0.881833806,0.3,39665937.79,45936902.5,3126520.632,58,182858.4315,609528.1049,68069947.48,77191356.3,25241634.46,51949721.84,1000,15421061.05,2.52105e-05,0.08363799,184378666.3,23674788.69
21,1999,"conventional",62746.01464,0.542478708,0.392156863,27207138.97,31559667.74,3639268.849,58,131066.105,334218.5678,84456813.64,155686872.9,70981033.61,84705839.24,1000,10889408.89,3.67551e-05,0.03797748,286733317.9,55480282.25
21,2000,"conventional",66313.42696,1.247063672,0.378109453,25185367.76,24241047.63,3580925.056,54,107569.2902,284492.4649,42829562.13,34344326.67,17843763.71,16500562.96,1000,12812068.62,3.97056e-05,0.060929559,210276731.6,27298538.16
22,1990,"conventional",33364.24984,0.177083333,0.002236731,37107718.67,7323753.267,2235404.739,67,1000,447080.9479,7600376.114,42919771,15647833.18,27271937.82,447080.9479,7153295.166,0.012048193,0.101265823,70638789.76,18330318.86
22,1991,"conventional",36243.454,0.453125,0.5,36207210.54,9681044.757,2682015.596,74,268201.5596,536403.1192,7777845.228,17164899.81,6168635.87,10996263.94,1341007.798,6436837.43,0.037037037,0.121827411,52835707.24,5632232.751
22,1992,"conventional",35555.0187,0.405555556,0.333333333,65105189.8,11869361.96,2844401.496,80,158022.3053,474066.916,11535628.29,28444014.96,8059137.57,20384877.39,3476490.718,6320892.214,0.053398058,0.048602673,130052357.3,19594765.86
22,1993,"conventional",31633.68081,0.449781659,0.4,47247161.84,10288013.8,2688862.869,85,192061.6335,480154.0838,9891174.126,21991057.04,7970557.79,14020499.25,3169016.953,6626126.356,0.067073171,0.047292666,140108961.6,15845084.76
22,1994,"conventional",29986.63637,0.188216039,0.363636364,14895467.06,8654137.301,2638824.001,88,138885.4737,381935.0527,7985914.739,42429512.22,18055111.58,24374400.64,6978995.055,3611022.317,0.468531469,0.075090253,48089095.28,5347090.738
22,1995,"conventional",35588.94947,0.158650013,0.36,21223642.22,11137236.23,3380950.2,95,196313.2374,545314.5483,13022111.41,82080745.81,46504424.68,35576321.13,4820580.607,13305674.98,0.22713258,0.1289368,103195325.1,15334245.1
